qid,question,answer,qid.1,question.1,answer.1,concepts,numbers,units,relations,cn_result
151,how many molecules of atp is produced when 3 molecules of glucose is oxidized in acrobic respiration?,114,151,how many molecules of atp is produced when 3 molecules of glucose is oxidized in acrobic respiration?,114,"['oxidize', 'atp', 'molecule', 'respiration', 'acrobic', 'glucose', 'produce']","['114', '3']",['m'],[],"{'display': [{'head': 'amp', 'relation': 'relatedto', 'tail': 'atp', 'score': -5.7092514872617315}, {'head': 'oxysome', 'relation': 'relatedto', 'tail': 'atp', 'score': -5.9186698810575855}, {'head': 'atp', 'relation': 'relatedto', 'tail': 'amp', 'score': -5.99113968446015}], 'graph_edges': [(684511, -5.7092514872617315, None), (1627644, -5.9186698810575855, None), (726982, -5.99113968446015, None), (726984, -6.227880907098064, None), (2207263, -6.363937257726202, None), (2207264, -6.455190558601192, None), (726983, -6.465873814539005, None), (1674699, -6.491024348650621, None), (726986, -6.516494927085097, None), (726981, -6.564718515046029, None), (2207267, -6.575427532196045, None), (456340, -6.621467659549341, None), (385118, -6.654463883687355, None), (1485743, -6.658396735358054, None), (2188759, -6.771281334695095, None), (2100580, -6.850609036109344, None), (2006311, -6.91560094783258, None), (1808925, -6.916222877881606, None), (456334, -6.998630751880044, None), (1626570, -7.000304162057978, None), (1189786, -7.011876260071363, None), (655264, -7.015259391255285, None), (2006217, -7.018913912105896, None), (726987, -7.039244623110431, None), (1514686, -7.088234639845137, None), (708599, -7.108039055483914, None), (687363, -7.113362168534736, None), (726993, -7.1717313282005355, None), (2318150, -7.175608838357118, None), (385119, -7.189654848918735, None), (540684, -7.2082346524535295, None), (1214386, -7.268340623255413, None), (1679539, -7.274792667169565, None), (1675724, -7.285649191076519, None), (1876113, -7.32148573233244, None), (385116, -7.331714053993919, None), (1214239, -7.33387493888775, None), (456333, -7.378967355532674, None), (456332, -7.378967355532674, None), (1214408, -7.40444503494855, None)]}"
152,which one is micro nutrients?,magnesium,152,which one is micro nutrients?,magnesium,"['micro', 'magnesium', 'nutrients']",['one'],['m'],[],"{'display': [{'head': 'nonmagnesium', 'relation': 'relatedto', 'tail': 'magnesium', 'score': -6.113453190731074}, {'head': 'magnesiofoitite', 'relation': 'relatedto', 'tail': 'magnesium', 'score': -6.36565807670291}, {'head': 'magnesiodumortierite', 'relation': 'relatedto', 'tail': 'magnesium', 'score': -6.394303383638023}], 'graph_edges': [(1573221, -6.113453190731074, None), (1447645, -6.36565807670291, None), (1447628, -6.394303383638023, None), (1447754, -6.401466458541099, None), (1447726, -6.425840214879904, None), (1686204, -6.439564642782572, None), (1447670, -6.4568888338870005, None), (1447736, -6.48065336441857, None), (944068, -6.6744773382134195, None), (1978766, -6.766477153037533, None), (1447740, -6.775881432375552, None), (1325804, -6.784639965552503, None), (1348419, -6.863305148644696, None), (1447734, -6.87369596263776, None), (1560100, -6.8847204220166764, None), (1667275, -6.94357997386813, None), (2351265, -6.943655708256747, None), (1447735, -6.966561918198709, None), (1299154, -7.0021376741622765, None), (784425, -7.0219501497194825, None), (1475869, -7.040094375727143, None), (1448677, -7.061994478981595, None), (1447753, -7.069061319224997, None), (1135239, -7.134807588685943, None), (841708, -7.1474448297357105, None), (1448800, -7.149200679066232, None), (1396670, -7.155826237854208, None), (1223639, -7.15764120701083, None), (680048, -7.21747517180057, None), (1362842, -7.246594974538651, None), (1447746, -7.248060928864032, None), (1053593, -7.2791856876221495, None), (1847559, -7.2824045234622545, None), (896390, -7.298230663452449, None), (798213, -7.3098219059040765, None), (1447813, -7.319336186450061, None), (1616373, -7.324624447682061, None), (1447756, -7.338771948173743, None), (1458602, -7.339405494260444, None), (1538623, -7.341489116292717, None)]}"
152,which one is micro nutrients?,copper,152,which one is micro nutrients?,copper,"['copper', 'micro', 'nutrients']",['one'],['m'],[],"{'display': [{'head': 'copper', 'relation': 'relatedto', 'tail': 'azurite', 'score': -5.7486144181688825}, {'head': 'chloromenite', 'relation': 'relatedto', 'tail': 'copper', 'score': -6.187026505680689}, {'head': 'cuprotitanium', 'relation': 'relatedto', 'tail': 'copper', 'score': -6.611642868057213}], 'graph_edges': [(944975, -5.7486144181688825, None), (889643, -6.187026505680689, None), (975546, -6.611642868057213, None), (2201686, -6.627507402375145, None), (1475905, -6.8288245296047085, None), (691653, -6.83784123441091, None), (944997, -6.88688199427468, None), (1366271, -6.895202805523796, None), (337966, -6.899381545938727, None), (891125, -6.937119102861521, None), (1207182, -7.099157740943101, None), (1900312, -7.104486072653561, None), (979513, -7.123314858178433, None), (1108097, -7.311476716566462, None), (1583615, -7.326101634743064, None), (1841186, -7.35024566681878, None), (1468998, -7.439687064564856, None), (1551020, -7.447574176066964, None), (1489282, -7.474058844366711, None), (1184118, -7.504631442928193, None), (713068, -7.521768737125521, None), (975549, -7.529105583615046, None), (845131, -7.53292243631649, None), (2032978, -7.576904390387645, None), (879006, -7.615709493461447, None), (1559220, -7.625857306478367, None), (957406, -7.668139934539795, None), (2034148, -7.680358543769058, None), (1560098, -7.685103172066837, None), (1136357, -7.692649331779324, None), (2156976, -7.75134176374423, None), (1703784, -7.765284392481172, None), (1470236, -7.788822295924414, None), (944993, -7.7890900420460385, None), (1569704, -7.830819352037256, None), (948456, -7.852495622835473, None), (1170978, -7.855742154709122, None), (663590, -7.871793180630702, None), (2278303, -7.872884554111118, None), (944992, -7.872884554111118, None)]}"
152,which one is micro nutrients?,hydrogen,152,which one is micro nutrients?,hydrogen,"['micro', 'hydrogen', 'nutrients']",['one'],['m'],[],"{'display': [{'head': 'microcrith', 'relation': 'relatedto', 'tail': 'hydrogen', 'score': -0.6084107637405396}, {'head': 'microcosmic_salt', 'relation': 'relatedto', 'tail': 'hydrogen', 'score': -3.2526262146416776}, {'head': 'curienite', 'relation': 'relatedto', 'tail': 'hydrogen', 'score': -6.891663424812334}], 'graph_edges': [(1490747, -0.6084107637405396, None), (1490704, -3.2526262146416776, None), (976042, -6.891663424812334, None), (782563, -7.339185830511669, None), (1602570, -7.43344631968267, None), (778324, -7.539300928673432, None), (2330295, -7.64854969528184, None), (904741, -7.649499671583522, None), (894284, -7.656841500904849, None), (1818699, -7.660433797695047, None), (1273546, -7.722685632725784, None), (1480161, -7.728923668072328, None), (1949950, -7.734143267871792, None), (1299152, -7.759197470811545, None), (1679260, -7.802659038797683, None), (896389, -7.813012538687851, None), (1026992, -7.821557868313143, None), (1585185, -7.931915088725991, None), (1301166, -7.947068404537779, None), (2121263, -7.9531305488925454, None), (1299226, -7.959866263910949, None), (685501, -7.966210525987391, None), (784757, -8.007532001905842, None), (1135230, -8.00939214624829, None), (1300575, -8.095416964842258, None), (1781354, -8.123432609596998, None), (1300048, -8.152252539270416, None), (1223638, -8.17027759552002, None), (1484516, -8.174385483976511, None), (1486268, -8.19808838362495, None), (1616372, -8.216178425249664, None), (1699581, -8.243920899041344, None), (1458601, -8.246315024880818, None), (1932351, -8.304045459534754, None), (1644993, -8.361067924406997, None), (1197933, -8.369482114878144, None), (1461187, -8.375237531431797, None), (1468940, -8.375891588140322, None), (1498081, -8.377337374468866, None), (1300077, -8.394456852042943, None)]}"
152,which one is micro nutrients?,carbon,152,which one is micro nutrients?,carbon,"['carbon', 'micro', 'nutrients']",['one'],['m'],[],"{'display': [{'head': 'pentatriene', 'relation': 'relatedto', 'tail': 'carbon', 'score': -7.562325482054304}, {'head': 'decatriene', 'relation': 'relatedto', 'tail': 'carbon', 'score': -7.853086483075416}, {'head': 'organotechnetium', 'relation': 'relatedto', 'tail': 'carbon', 'score': -8.12907818276295}], 'graph_edges': [(1659623, -7.562325482054304, None), (996490, -7.853086483075416, None), (1610646, -8.12907818276295, None), (1568178, -8.187135555461936, None), (1610319, -8.232128786693076, None), (1610158, -8.236333847045898, None), (1610513, -8.34341271235275, None), (845130, -8.368485866392726, None), (2037569, -8.423224481015351, None), (853624, -8.430753781677302, None), (1511336, -8.445807848456338, None), (1610498, -8.446872899404628, None), (1610671, -8.449310086905577, None), (1610643, -8.496148502678558, None), (1212953, -8.530796968535107, None), (1610232, -8.542755712588441, None), (1610219, -8.558119724676125, None), (1610179, -8.590495308352432, None), (1610649, -8.609654659462027, None), (1489603, -8.618864851531463, None), (1610161, -8.628786329098496, None), (1610710, -8.649389973852985, None), (2266116, -8.65713135267084, None), (1585184, -8.677837790545412, None), (1334117, -8.688277234605671, None), (1609720, -8.696880542891801, None), (1610716, -8.708816321293344, None), (1610213, -8.739376172116122, None), (1610326, -8.768252891699547, None), (1610329, -8.768252891699547, None), (904740, -8.769945461517134, None), (1610359, -8.809123686515356, None), (1347078, -8.815500916473486, None), (1610384, -8.816378810691194, None), (1501480, -8.827775728438581, None), (1945287, -8.8370128329054, None), (2263683, -8.857739750849415, None), (1470417, -8.877662312164723, None), (853928, -8.896553198678879, None), (781538, -8.904724997642255, None)]}"
153,which one of the following is included in applied biology?,genetics,153,which one of the following is included in applied biology?,genetics,"['genetic', 'include', 'biology', 'following', 'apply']",['one'],[],[],"{'display': [{'head': 'genetics', 'relation': 'relatedto', 'tail': 'biology', 'score': 0.75}, {'head': 'genetics', 'relation': 'isa', 'tail': 'biology', 'score': 0.75}, {'head': 'genetics', 'relation': 'hascontext', 'tail': 'biology', 'score': 0.75}], 'graph_edges': [(1200364, 0.75, None), (453876, 0.75, None), (178349, 0.75, None), (707317, 0.75, None), (1511097, 0.75, None), (707238, 0.75, None), (1200366, 0.75, None), (1200258, 0.75, None), (1511030, 0.75, None), (782859, 0.75, None), (1200332, 0.75, None), (782834, 0.75, None), (781900, 0.75, None), (1200257, 0.75, None), (1041059, 0.75, None), (1200918, -6.255403683571311, None), (1529031, -6.268150570750603, None), (2256013, -6.301111763249781, None), (1112373, -6.343803185744216, None), (2312936, -6.346917461194087, None), (2312956, -6.412656456219345, None), (784138, -6.429617237432381, None), (782752, -6.451752862592031, None), (1571843, -6.457341015346028, None), (178325, -6.506647279601641, None), (782873, -6.53348843082368, None), (782871, -6.567771353315494, None), (782840, -6.5777644407422935, None), (1940760, -6.589458942066662, None), (1284971, -6.595290340839244, None), (707398, -6.6262834822673815, None), (782867, -6.643345036369656, None), (1787343, -6.6619224427925445, None), (783976, -6.682199601598236, None), (1316549, -6.719834821303993, None), (783100, -6.776934408216856, None), (693078, -6.790288318370883, None), (782876, -6.8083848086893894, None), (1201034, -6.809167132236683, None), (782874, -6.8169189508319565, None)]}"
153,which one of the following is included in applied biology?,evolution,153,which one of the following is included in applied biology?,evolution,"['include', 'biology', 'evolution', 'following', 'apply']",['one'],[],[],"{'display': [{'head': 'evolution', 'relation': 'hascontext', 'tail': 'biology', 'score': -3.150889890165473}, {'head': 'evolution', 'relation': 'hascontext', 'tail': 'biology', 'score': -3.3983120989160853}, {'head': 'evolutionary_biology', 'relation': 'relatedto', 'tail': 'evolution', 'score': -3.564034175957059}], 'graph_edges': [(167045, -3.150889890165473, None), (167052, -3.3983120989160853, None), (1112408, -3.564034175957059, None), (89815, -3.719726853927571, None), (1112405, -3.9401190781749786, None), (784281, -4.573529172953372, None), (1112335, -4.630714215774232, None), (1112380, -4.819234520689389, None), (1112365, -4.844242295772821, None), (2203458, -4.85075208593291, None), (1112363, -4.851374564873197, None), (1112383, -4.901208792550422, None), (1112388, -4.950849059833077, None), (2300159, -4.963864333124253, None), (2300157, -4.963864333124253, None), (1112364, -5.010629491110215, None), (1112391, -5.0460174121519685, None), (1112469, -5.1123949167692935, None), (1112358, -5.147612625741648, None), (1112379, -5.16644173765472, None), (1112376, -5.192487251261308, None), (1112393, -5.201733530522395, None), (1112381, -5.214512703095922, None), (1112382, -5.230563972985483, None), (1112347, -5.235992889127931, None), (1112357, -5.371605031872671, None), (1112352, -5.391042606726031, None), (1112355, -5.399847303083867, None), (1112401, -5.408254353778465, None), (1075276, -5.412975119919265, None), (1112377, -5.413286152521732, None), (1112475, -5.417456622890836, None), (1112476, -5.444126850476906, None), (1112378, -5.4485944749682504, None), (1112368, -5.4497487901057164, None), (619708, -5.488441262137946, None), (1112361, -5.511876973295075, None), (1112367, -5.527331664927806, None), (686880, -5.527880657312566, None), (1112386, -5.661403391835949, None)]}"
153,which one of the following is included in applied biology?,marine biology,153,which one of the following is included in applied biology?,marine biology,"['include', 'biology', 'marine', 'following', 'apply']",['one'],['m'],[],"{'display': [{'head': 'marine_biology', 'relation': 'hascontext', 'tail': 'biology', 'score': -1.9267309080536676}, {'head': 'marine', 'relation': 'relatedto', 'tail': 'suboceanic', 'score': -4.674405168119011}, {'head': 'bioherm', 'relation': 'relatedto', 'tail': 'marine', 'score': -4.793048089933543}], 'graph_edges': [(212405, -1.9267309080536676, None), (2220976, -4.674405168119011, None), (782544, -4.793048089933543, None), (1492963, -4.835152747994143, None), (2256013, -4.899113625169808, None), (2229724, -4.971778132752505, None), (872781, -5.080645954814088, None), (1071580, -5.105645871466835, None), (742523, -5.108419739462992, None), (1861422, -5.247706564611819, None), (782843, -5.254169476821264, None), (782876, -5.266764068367904, None), (2124749, -5.429064926129382, None), (1212752, -5.463606258220357, None), (2203455, -5.524341417675233, None), (1680224, -5.529755375692648, None), (593831, -5.556989236298352, None), (1876706, -5.567618350464335, None), (2220970, -5.604301851752906, None), (2220973, -5.64042125563513, None), (1662902, -5.682041008503702, None), (708562, -5.7140898332146355, None), (782871, -5.746595407619328, None), (782867, -5.763326899727101, None), (1492239, -5.80960376901693, None), (1072432, -5.827541454117856, None), (1707409, -5.844931686196744, None), (2085557, -5.862653151988638, None), (1149641, -5.880391522282529, None), (946146, -5.955959960781216, None), (1490156, -5.96184097092339, None), (2206961, -5.966369771642433, None), (782866, -6.0270759550467075, None), (2222967, -6.029503543330912, None), (1943797, -6.033878913830967, None), (2222966, -6.076982853746099, None), (841608, -6.107818077398239, None), (783976, -6.108023362769811, None), (782873, -6.115223059110216, None), (1395620, -6.1200572743299215, None)]}"
153,which one of the following is included in applied biology?,biogeography,153,which one of the following is included in applied biology?,biogeography,"['include', 'biology', 'biogeography', 'following', 'apply']",['one'],[],[],"{'display': [{'head': 'biogeography', 'relation': 'isa', 'tail': 'biology', 'score': -0.820874142431916}, {'head': 'biogeographical', 'relation': 'relatedto', 'tail': 'biogeography', 'score': -1.7525830949199737}, {'head': 'biogeographically', 'relation': 'relatedto', 'tail': 'biogeography', 'score': -1.8811047514457786}], 'graph_edges': [(393053, -0.820874142431916, None), (782444, -1.7525830949199737, None), (782446, -1.8811047514457786, None), (1632762, -1.9464588510361673, None), (782448, -2.0854565945864567, None), (782441, -2.2023175458668978, None), (783973, -2.3051911230945445, None), (2255971, -2.3253788796912307, None), (782439, -2.548903478867301, None), (707317, -2.6656115474285746, None), (1635478, -2.789237700974692, None), (1116395, -3.022074875297644, None), (782447, -3.0697740790054224, None), (1072324, -3.2302397290866534, None), (1201802, -3.8785500592203013, None), (783492, -4.044809013536635, None), (139743, -4.768592037472217, None), (782450, -4.7821106806103915, None), (783483, -5.115683799610786, None), (223579, -5.26268894247469, None), (223580, -5.26268894247469, None), (782449, -5.303945226975911, None), (231554, -5.309571440298494, None), (224195, -5.351233585661429, None), (782622, -5.376992396017045, None), (124814, -5.499197006971927, None), (783976, -5.603985784312743, None), (783473, -5.740507730288866, None), (124857, -5.871143247952421, None), (2256013, -5.871336455191684, None), (783100, -5.905581113822912, None), (782752, -5.95860538254043, None), (782869, -5.964377334011722, None), (782872, -5.985996650664844, None), (114849, -6.014016900298559, None), (124664, -6.152939097171751, None), (124558, -6.170772118982342, None), (782873, -6.174103229847422, None), (782876, -6.1776860244327185, None), (782871, -6.20129940221291, None)]}"
154,which one is the optimum temperature for respiration?,12-20\degree c,154,which one is the optimum temperature for respiration?,12-20\degree c,"['respiration', 'temperature', 'optimum', 'c']","['one', '12-20\\degree', '12']","['m', 'deg']",[],"{'display': [{'head': 'resomation', 'relation': 'relatedto', 'tail': 'temperature', 'score': -5.527037753706272}, {'head': 'respiration', 'relation': 'relatedto', 'tail': 'environment', 'score': -6.645689785034649}, {'head': 'respirational', 'relation': 'relatedto', 'tail': 'respiration', 'score': -6.651846289493009}], 'graph_edges': [(1808405, -5.527037753706272, None), (1808917, -6.645689785034649, None), (1808924, -6.651846289493009, None), (375232, -6.712899214721304, None), (1808915, -6.915907218174168, None), (1808916, -7.415776348917448, None), (2394634, -7.519898571588197, None), (2394633, -7.519898571588197, None), (1959339, -7.544741724243282, None), (1808913, -7.673493345037465, None), (1808923, -7.807103431079026, None), (2335742, -7.891192628445007, None), (2268218, -7.924177909996497, None), (2036353, -8.571389776083086, None), (2036032, -8.648308353458214, None), (971392, -8.671122451490103, None), (1930679, -8.671810348908592, None), (1302089, -8.723042758592625, None), (943911, -8.726784852010443, None), (2036444, -8.796220134599363, None), (1024345, -8.796848809045603, None), (971208, -8.834298133850098, None), (971079, -8.864465992515358, None), (2036592, -8.887951928922638, None), (2024815, -8.950593869236993, None), (1002691, -9.043127199428879, None), (2036257, -9.08567459718331, None), (395854, -9.119382941575477, None), (1930097, -9.131017115373238, None), (671067, -9.137907914650697, None), (971442, -9.168736139288724, None), (2035472, -9.178932758122448, None), (2036275, -9.185343370388992, None), (2024841, -9.193574704135054, None), (2036527, -9.215774618118997, None), (964914, -9.233913596213783, None), (971173, -9.260779046832612, None), (1624283, -9.300917659758637, None), (1982462, -9.310879139202358, None), (971282, -9.311344235458131, None)]}"
154,which one is the optimum temperature for respiration?,15-35\degree c,154,which one is the optimum temperature for respiration?,15-35\degree c,"['respiration', 'temperature', 'optimum', 'c']","['15', 'one', '15-35\\degree']","['m', 'deg']",[],"{'display': [{'head': 'resomation', 'relation': 'relatedto', 'tail': 'temperature', 'score': -5.638760349328588}, {'head': 'respiration', 'relation': 'relatedto', 'tail': 'environment', 'score': -6.822862910203321}, {'head': 'air_respiration', 'relation': 'isa', 'tail': 'respiration', 'score': -7.289920456140756}], 'graph_edges': [(1808405, -5.638760349328588, None), (1808917, -6.822862910203321, None), (375232, -7.289920456140756, None), (1808913, -7.763386723425471, None), (1808916, -7.770435918474712, None), (2394633, -7.830006201585303, None), (2394634, -7.830006201585303, None), (1808923, -8.007806649397502, None), (2268218, -8.1129823062701, None), (2335742, -8.262680740165948, None), (971063, -8.486604056358866, None), (2036353, -8.591278036488985, None), (2036032, -8.677281606356592, None), (371357, -8.767311626069594, None), (2036444, -8.772918995880278, None), (1302089, -8.87163236043369, None), (1930679, -8.875672644717408, None), (1002691, -8.8759569865589, None), (971397, -8.923653434648552, None), (971105, -8.942742544052681, None), (2024841, -8.949052409118488, None), (1014857, -9.009507785993975, None), (971208, -9.018800889871326, None), (2036257, -9.05362273111671, None), (2036560, -9.070334084274997, None), (2035472, -9.074575554683769, None), (971392, -9.079272566708134, None), (1024345, -9.091635923532433, None), (971352, -9.097067586289516, None), (971079, -9.116146474675709, None), (2036527, -9.130600585138152, None), (671067, -9.147690873090417, None), (2036275, -9.18269764485586, None), (1982462, -9.21390933604945, None), (2035784, -9.246534556703413, None), (1312958, -9.248301370156497, None), (2036541, -9.314407352959543, None), (971442, -9.319311946008812, None), (2036235, -9.351245657602123, None), (2024815, -9.362195915562998, None)]}"
154,which one is the optimum temperature for respiration?,18-35\degree c,154,which one is the optimum temperature for respiration?,18-35\degree c,"['respiration', 'temperature', 'optimum', 'c']","['18-35\\degree', 'one', '18']","['m', 'deg']",[],"{'display': [{'head': 'resomation', 'relation': 'relatedto', 'tail': 'temperature', 'score': -5.9293229956970155}, {'head': 'respiration', 'relation': 'relatedto', 'tail': 'environment', 'score': -7.041404292674679}, {'head': 'air_respiration', 'relation': 'isa', 'tail': 'respiration', 'score': -7.387727385591432}], 'graph_edges': [(1808405, -5.9293229956970155, None), (1808917, -7.041404292674679, None), (375232, -7.387727385591432, None), (2394633, -7.915313243865967, None), (1808923, -8.09762872186728, None), (2268218, -8.35349680137712, None), (2335742, -8.41152845469391, None), (2036353, -8.888621813332405, None), (971063, -8.895414395897845, None), (970866, -8.948844879456669, None), (2036032, -9.04880116330454, None), (1302089, -9.056118217761222, None), (371357, -9.095856743539175, None), (2036444, -9.125357104636992, None), (1930679, -9.133840735476458, None), (2036615, -9.150833409967731, None), (2036592, -9.156362503262004, None), (2036257, -9.297167353137837, None), (971208, -9.309391301449498, None), (971392, -9.331977962874094, None), (2024841, -9.334908841481777, None), (971352, -9.346320766540321, None), (971105, -9.355457724508494, None), (1353744, -9.36088680905845, None), (2036275, -9.372863776898908, None), (1002691, -9.379738765186897, None), (671067, -9.389364019678041, None), (2036527, -9.40746488252552, None), (1930097, -9.417818631604481, None), (2035472, -9.42705525039278, None), (971079, -9.441887905442702, None), (1024345, -9.448689176189466, None), (1312958, -9.451561873853976, None), (2024815, -9.50178943102613, None), (1981836, -9.511464945278256, None), (2035867, -9.516502799020126, None), (2035784, -9.51811455934467, None), (2036560, -9.540428480523563, None), (1624283, -9.558530859060374, None), (2035851, -9.575837107626825, None)]}"
154,which one is the optimum temperature for respiration?,20-45\degree c,154,which one is the optimum temperature for respiration?,20-45\degree c,"['respiration', 'temperature', 'optimum', 'c']","['one', '20-45\\degree', '20']","['m', 'deg']",[],"{'display': [{'head': 'resomation', 'relation': 'relatedto', 'tail': 'temperature', 'score': -5.080936470933323}, {'head': 'respiration', 'relation': 'relatedto', 'tail': 'environment', 'score': -6.314300992120057}, {'head': 'respiration', 'relation': 'relatedto', 'tail': 'breathing', 'score': -7.211467773040459}], 'graph_edges': [(1808405, -5.080936470933323, None), (1808917, -6.314300992120057, None), (2394634, -7.211467773040459, None), (2394633, -7.211467773040459, None), (1808923, -7.404459436448117, None), (2335742, -7.480708166525723, None), (971392, -8.43859974769305, None), (943911, -8.44892745855812, None), (1930679, -8.4525255669091, None), (2036032, -8.503773099670514, None), (2036353, -8.561523672669692, None), (2036444, -8.584256903280528, None), (971079, -8.605779212873298, None), (2036304, -8.672304070153002, None), (1024345, -8.775401718074246, None), (2036615, -8.80325046577869, None), (1302089, -8.819789257192433, None), (371357, -8.836859104513604, None), (2024841, -8.84036352304708, None), (1002691, -8.856582566251289, None), (2036257, -8.875011353813017, None), (1080312, -8.890169137327437, None), (2024815, -8.90433280600871, None), (1353744, -8.912416969578436, None), (971442, -8.945969210275772, None), (671067, -8.946694812904706, None), (2036275, -8.976768321402036, None), (2035472, -8.98111713943969, None), (2036235, -9.007190813549306, None), (2035867, -9.029608054211955, None), (971282, -9.034128429873862, None), (1982462, -9.043769448512835, None), (1312958, -9.061537821669798, None), (1353741, -9.073850545361438, None), (2036527, -9.088657565103151, None), (1624283, -9.094060863610093, None), (2036560, -9.113165098100852, None), (2035784, -9.149829879317247, None), (928456, -9.16555144759294, None), (2024845, -9.177774994552031, None)]}"
155,what percentage of nitrogen is present in protein?,12,155,what percentage of nitrogen is present in protein?,12,"['protein', 'nitrogen', 'present', 'percentage']",['12'],[],[],"{'display': [{'head': 'bloodmeal', 'relation': 'relatedto', 'tail': 'nitrogen', 'score': -7.4095170039105795}, {'head': 'chonps', 'relation': 'relatedto', 'tail': 'nitrogen', 'score': -7.490795875312392}, {'head': 'niter', 'relation': 'relatedto', 'tail': 'nitrogen', 'score': -7.506153618657039}], 'graph_edges': [(795045, -7.4095170039105795, None), (891425, -7.490795875312392, None), (1563108, -7.506153618657039, None), (1563316, -7.63341123344383, None), (1563904, -7.726251491885867, None), (1408619, -7.747818446054347, None), (1563911, -7.822724270618381, None), (1563628, -7.826019040014456, None), (1661056, -7.889907663969289, None), (1661064, -7.9756355286167055, None), (1610405, -7.978324812784112, None), (1353212, -7.9983881352298924, None), (782739, -8.014491019011004, None), (1353067, -8.02112552634617, None), (1563621, -8.021637058194438, None), (1007746, -8.021867503854338, None), (2365481, -8.033231035813683, None), (1610246, -8.033881795142747, None), (1563624, -8.067104584521884, None), (750885, -8.0799601008329, None), (1315269, -8.150468312075189, None), (1573807, -8.159636424429888, None), (971777, -8.182994742700183, None), (1709107, -8.195384719494124, None), (1300576, -8.197190934589422, None), (1327458, -8.22270647702689, None), (1563427, -8.230661077235553, None), (1563988, -8.259342911114746, None), (1563808, -8.271875384638935, None), (1907249, -8.273844533947067, None), (1564077, -8.283071426948975, None), (2037202, -8.32955670487526, None), (1661077, -8.338028782287733, None), (1563750, -8.366900480557051, None), (1563558, -8.372426514878686, None), (1315395, -8.40195749086442, None), (2365480, -8.470907111878168, None), (738069, -8.497767829372187, None), (683088, -8.499263089881703, None), (1661076, -8.512428176834744, None)]}"
155,what percentage of nitrogen is present in protein?,14,155,what percentage of nitrogen is present in protein?,14,"['protein', 'nitrogen', 'present', 'percentage']",['14'],[],[],"{'display': [{'head': 'bloodmeal', 'relation': 'relatedto', 'tail': 'nitrogen', 'score': 0.75}, {'head': 'niter', 'relation': 'relatedto', 'tail': 'nitrogen', 'score': 0.75}, {'head': 'chonps', 'relation': 'relatedto', 'tail': 'nitrogen', 'score': 0.75}], 'graph_edges': [(795045, 0.75, None), (1563108, 0.75, None), (891425, 0.75, None), (2107672, 0.75, None), (1408619, 0.75, None), (1563316, 0.75, None), (1563911, 0.75, None), (1563904, 0.75, None), (2365481, 0.75, None), (1563628, 0.75, None), (782739, 0.75, None), (1563621, 0.75, None), (1610246, 0.75, None), (1353212, 0.75, None), (1007746, 0.75, None), (1610405, -8.242788252558674, None), (1598820, -8.283283806208416, None), (1563627, -8.290682102202412, None), (750885, -8.303593789473366, None), (1315269, -8.30450596611847, None), (2376929, -8.341010017586502, None), (1327458, -8.362261973587167, None), (1563624, -8.36850349570568, None), (1353067, -8.387539429628402, None), (1907249, -8.40956616859467, None), (1573807, -8.432884798137465, None), (1563558, -8.443877940104123, None), (1315395, -8.446596007296375, None), (1300576, -8.462974022824975, None), (1563427, -8.46587552854277, None), (1564077, -8.469381854349121, None), (1563988, -8.503969995422455, None), (1981886, -8.512908213123477, None), (2037202, -8.535534085486288, None), (1563499, -8.536678290727897, None), (2365480, -8.53963468902013, None), (1709107, -8.542491534322007, None), (1563750, -8.542861547479232, None), (1563808, -8.565784104990646, None), (971777, -8.567421694811635, None)]}"
155,what percentage of nitrogen is present in protein?,16,155,what percentage of nitrogen is present in protein?,16,"['protein', 'nitrogen', 'present', 'percentage']",['16'],[],[],"{'display': [{'head': 'niter', 'relation': 'relatedto', 'tail': 'nitrogen', 'score': -7.469801085688873}, {'head': 'chonps', 'relation': 'relatedto', 'tail': 'nitrogen', 'score': -7.5619959887563155}, {'head': 'nitric', 'relation': 'relatedto', 'tail': 'nitrogen', 'score': -7.647499266634286}], 'graph_edges': [(1563108, -7.469801085688873, None), (891425, -7.5619959887563155, None), (1563316, -7.647499266634286, None), (1563904, -7.7649148273223805, None), (1563911, -7.76579641681679, None), (1408619, -7.769190824323725, None), (1563628, -7.859112788462784, None), (1610246, -7.925221530045515, None), (2365481, -7.948239107726837, None), (1610405, -8.012474915501516, None), (782739, -8.012690507570072, None), (1007746, -8.026219614164502, None), (1563621, -8.059834434435817, None), (1563624, -8.099627220589399, None), (1315269, -8.116669416059471, None), (1327458, -8.124378490347969, None), (1661080, -8.126602529676848, None), (1353212, -8.130681271707747, None), (1661056, -8.142460266672641, None), (1573807, -8.146225395215883, None), (750885, -8.146517118951826, None), (1353067, -8.152918331339873, None), (1563558, -8.164978897075242, None), (1563427, -8.248381379114974, None), (1564077, -8.26443544990374, None), (971777, -8.280112171380244, None), (1563988, -8.286429570485808, None), (1563750, -8.291203532524154, None), (1709107, -8.29537457850498, None), (1315395, -8.30215784486586, None), (1563808, -8.303283250812914, None), (2365480, -8.319551454837855, None), (1563749, -8.329419481053057, None), (1661064, -8.342687163957681, None), (683088, -8.367725629254773, None), (2037202, -8.428991317482167, None), (1563746, -8.434078867383574, None), (2123919, -8.468573280978736, None), (1529830, -8.597022999472284, None), (869429, -8.611465866872466, None)]}"
