qid,question,answer,qid.1,question.1,answer.1,concepts,numbers,units,relations,cn_result
59,"what are the products of photosynthesis?
i. c_{6}h_{12}o_{6}
ii. co_{2}
iii. h_{2}o
which one is correct?",ii and iii,59,"what are the products of photosynthesis?
i. c_{6}h_{12}o_{6}
ii. co_{2}
iii. h_{2}o
which one is correct?",ii and iii,"['ii', 'iii', 'h_{2}o', 'correct', 'i.', 'photosynthesis', 'co_{2', 'product', 'c_{6}h_{12}o_{6']",['one'],[],[],"{'display': [{'head': 'chemical_symbol_of_oxygen', 'relation': 'hasproperty', 'tail': 'o', 'score': -10.253595352172852}, {'head': 'o', 'relation': 'relatedto', 'tail': 'oxygen', 'score': -12.573828029632569}], 'graph_edges': [(337591, -10.253595352172852, None), (2367741, -12.573828029632569, None)]}"
59,"what are the products of photosynthesis?
i. c_{6}h_{12}o_{6}
ii. co_{2}
iii. h_{2}o
which one is correct?",i and iii,59,"what are the products of photosynthesis?
i. c_{6}h_{12}o_{6}
ii. co_{2}
iii. h_{2}o
which one is correct?",i and iii,"['ii', 'iii', 'h_{2}o', 'correct', 'i.', 'photosynthesis', 'co_{2', 'product', 'c_{6}h_{12}o_{6']",['one'],[],[],"{'display': [{'head': 'chemical_symbol_of_oxygen', 'relation': 'hasproperty', 'tail': 'o', 'score': -10.414615631103516}, {'head': 'o', 'relation': 'relatedto', 'tail': 'oxygen', 'score': -12.861205768585206}], 'graph_edges': [(337591, -10.414615631103516, None), (2367741, -12.861205768585206, None)]}"
59,"what are the products of photosynthesis?
i. c_{6}h_{12}o_{6}
ii. co_{2}
iii. h_{2}o
which one is correct?","i, ii and iii",59,"what are the products of photosynthesis?
i. c_{6}h_{12}o_{6}
ii. co_{2}
iii. h_{2}o
which one is correct?","i, ii and iii","['ii', 'iii', 'h_{2}o', 'correct', 'i.', 'photosynthesis', 'co_{2', 'product', 'c_{6}h_{12}o_{6']",['one'],[],[],"{'display': [{'head': 'chemical_symbol_of_oxygen', 'relation': 'hasproperty', 'tail': 'o', 'score': -10.06950855255127}, {'head': 'o', 'relation': 'relatedto', 'tail': 'oxygen', 'score': -12.34024419784546}], 'graph_edges': [(337591, -10.06950855255127, None), (2367741, -12.34024419784546, None)]}"
60,which food belongs to the second level of food pyramid from top?,egg and fish,60,which food belongs to the second level of food pyramid from top?,egg and fish,"['second', 'fish', 'pyramid', 'level', 'belong', 'food', 'egg']",['second'],['m'],[],"{'display': [], 'graph_edges': []}"
60,which food belongs to the second level of food pyramid from top?,gourd and mango,60,which food belongs to the second level of food pyramid from top?,gourd and mango,"['second', 'pyramid', 'level', 'mango', 'gourd', 'belong', 'food']",['second'],['m'],[],"{'display': [], 'graph_edges': []}"
60,which food belongs to the second level of food pyramid from top?,meat and oil,60,which food belongs to the second level of food pyramid from top?,meat and oil,"['second', 'meat', 'oil', 'pyramid', 'level', 'belong', 'food']",['second'],['m'],[],"{'display': [], 'graph_edges': []}"
60,which food belongs to the second level of food pyramid from top?,rice and bread,60,which food belongs to the second level of food pyramid from top?,rice and bread,"['second', 'rice', 'bread', 'pyramid', 'level', 'belong', 'food']",['second'],['m'],[],"{'display': [], 'graph_edges': []}"
61,which branch of biology deals with the structure of tissues?,histology,61,which branch of biology deals with the structure of tissues?,histology,"['biology', 'histology', 'tissue', 'structure', 'deal', 'branch']",[],[],[],"{'display': [{'head': 'a', 'relation': 'relatedto', 'tail': 'anterior', 'score': -10.63335132598877}, {'head': 'medial_s', 'relation': 'relatedto', 'tail': 's', 'score': -13.565546417236328}], 'graph_edges': [(638417, -10.63335132598877, None), (1472965, -13.565546417236328, None)]}"
61,which branch of biology deals with the structure of tissues?,embryology,61,which branch of biology deals with the structure of tissues?,embryology,"['biology', 'branch', 'tissue', 'structure', 'embryology', 'deal']",[],['m'],[],"{'display': [{'head': 'medial_s', 'relation': 'relatedto', 'tail': 's', 'score': -10.292543411254883}], 'graph_edges': [(1472965, -10.292543411254883, None)]}"
61,which branch of biology deals with the structure of tissues?,endocrinology,61,which branch of biology deals with the structure of tissues?,endocrinology,"['biology', 'branch', 'tissue', 'structure', 'deal', 'endocrinology']",[],[],[],"{'display': [], 'graph_edges': []}"
61,which branch of biology deals with the structure of tissues?,cytology,61,which branch of biology deals with the structure of tissues?,cytology,"['cytology', 'biology', 'branch', 'tissue', 'structure', 'deal']",[],[],[],"{'display': [{'head': 'a', 'relation': 'relatedto', 'tail': 'anterior', 'score': -10.290117263793945}, {'head': 'medial_s', 'relation': 'relatedto', 'tail': 's', 'score': -10.79574974153622}, {'head': 'c', 'relation': 'relatedto', 'tail': 'cytosine', 'score': -11.573845291137696}], 'graph_edges': [(638417, -10.290117263793945, None), (1472965, -10.79574974153622, None), (2263684, -11.573845291137696, None)]}"
62,in which of the following kingdom does the diatom belong to?,monera,62,in which of the following kingdom does the diatom belong to?,monera,"['monera', 'follow', 'kingdom', 'belong', 'diatom']",[],['m'],[],"{'display': [{'head': 'n', 'relation': 'relatedto', 'tail': 'north', 'score': -10.396317789349869}, {'head': 'o', 'relation': 'relatedto', 'tail': 'descendant', 'score': -10.836392039759687}, {'head': 'anaptyxis', 'relation': 'relatedto', 'tail': 'o', 'score': -10.845100827908729}], 'graph_edges': [(2362373, -10.396317789349869, None), (1587703, -10.836392039759687, None), (687420, -10.845100827908729, None), (386956, -11.076765060424805, None), (1587714, -11.506425814956375, None), (510423, -13.795398887176981, None), (370811, -14.4006103515625, None)]}"
62,in which of the following kingdom does the diatom belong to?,protista,62,in which of the following kingdom does the diatom belong to?,protista,"['protista', 'follow', 'kingdom', 'belong', 'diatom']",[],['m'],[],"{'display': [{'head': 'n', 'relation': 'relatedto', 'tail': 'nitrogen', 'score': -11.054900169372559}, {'head': 'b', 'relation': 'relatedto', 'tail': 'bacillus', 'score': -11.114819299486586}, {'head': 'o', 'relation': 'relatedto', 'tail': 'antigen', 'score': -11.290125036248464}], 'graph_edges': [(2362376, -11.054900169372559, None), (2250186, -11.114819299486586, None), (1587725, -11.290125036248464, None), (370811, -11.579262444836528, None), (1020485, -11.912205123901368, None)]}"
62,in which of the following kingdom does the diatom belong to?,fungi,62,in which of the following kingdom does the diatom belong to?,fungi,"['kingdom', 'belong', 'diatom', 'follow']",[],['m'],[],"{'display': [{'head': 'anaptyxis', 'relation': 'relatedto', 'tail': 'o', 'score': -9.952253341674805}, {'head': 'n', 'relation': 'relatedto', 'tail': 'nitrogen', 'score': -12.324331732497946}, {'head': 'b', 'relation': 'relatedto', 'tail': 'bacillus', 'score': -13.180811500549316}], 'graph_edges': [(687420, -9.952253341674805, None), (2362376, -12.324331732497946, None), (2250186, -13.180811500549316, None)]}"
62,in which of the following kingdom does the diatom belong to?,plantae,62,in which of the following kingdom does the diatom belong to?,plantae,"['follow', 'kingdom', 'belong', 'diatom', 'plantae']",[],['m'],[],"{'display': [{'head': 'green', 'relation': 'relatedto', 'tail': 'k', 'score': -10.808435440063477}, {'head': 'e', 'relation': 'isa', 'tail': 'flowering_plant', 'score': -11.326121489860183}, {'head': 'o', 'relation': 'relatedto', 'tail': 'morpheme', 'score': -12.067996482392847}], 'graph_edges': [(2320670, -10.808435440063477, None), (434984, -11.326121489860183, None), (1587714, -12.067996482392847, None), (2340336, -12.234098404397276, None), (370811, -12.275639312412563, None), (1587722, -12.945216908916997, None), (510423, -13.187199077365543, None), (687420, -13.377497446774724, None), (1432343, -13.669496521264099, None), (1587703, -13.822848415374756, None), (638449, -13.926863367819836, None), (2362376, -14.142174260585255, None)]}"
63,"parts of mitochondria-
i. cristae
ii. grana
iii. membrane
which one is correct?",i and ii,63,"parts of mitochondria-
i. cristae
ii. grana
iii. membrane
which one is correct?",i and ii,"['ii', 'iii', 'membrane', 'grana\niii', 'cristae', '.', 'part', 'i.', 'correct', 'grana', 'mitochondria-']",['one'],['m'],[],"{'display': [{'head': 'g', 'relation': 'partof', 'tail': 'alphabet', 'score': -9.508517265319824}, {'head': 'g', 'relation': 'relatedto', 'tail': 'gram', 'score': -10.226403371230495}, {'head': 'p', 'relation': 'partof', 'tail': 'alphabet', 'score': -11.331538761972803}], 'graph_edges': [(623947, -9.508517265319824, None), (2311306, -10.226403371230495, None), (628052, -11.331538761972803, None), (2263684, -11.334489059448243, None)]}"
63,"parts of mitochondria-
i. cristae
ii. grana
iii. membrane
which one is correct?",ii and iii,63,"parts of mitochondria-
i. cristae
ii. grana
iii. membrane
which one is correct?",ii and iii,"['ii', 'iii', 'membrane', 'grana\niii', 'cristae', '.', 'part', 'i.', 'correct', 'grana', 'mitochondria-']",['one'],['m'],[],"{'display': [{'head': 'g', 'relation': 'partof', 'tail': 'alphabet', 'score': -8.950643539428711}, {'head': 'g', 'relation': 'relatedto', 'tail': 'gram', 'score': -10.158199209682305}, {'head': 'p', 'relation': 'partof', 'tail': 'alphabet', 'score': -10.501666483037575}], 'graph_edges': [(623947, -8.950643539428711, None), (2311306, -10.158199209682305, None), (628052, -10.501666483037575, None), (2263684, -10.614461517333984, None)]}"
63,"parts of mitochondria-
i. cristae
ii. grana
iii. membrane
which one is correct?",i and iii,63,"parts of mitochondria-
i. cristae
ii. grana
iii. membrane
which one is correct?",i and iii,"['ii', 'iii', 'membrane', 'grana\niii', 'cristae', '.', 'part', 'i.', 'correct', 'grana', 'mitochondria-']",['one'],['m'],[],"{'display': [{'head': 'g', 'relation': 'partof', 'tail': 'alphabet', 'score': -9.28754997253418}, {'head': 'g', 'relation': 'relatedto', 'tail': 'gram', 'score': -10.037175127065188}, {'head': 'p', 'relation': 'partof', 'tail': 'alphabet', 'score': -10.822385688296173}], 'graph_edges': [(623947, -9.28754997253418, None), (2311306, -10.037175127065188, None), (628052, -10.822385688296173, None), (2263684, -11.09721441268921, None)]}"
63,"parts of mitochondria-
i. cristae
ii. grana
iii. membrane
which one is correct?","i, ii and iii",63,"parts of mitochondria-
i. cristae
ii. grana
iii. membrane
which one is correct?","i, ii and iii","['ii', 'iii', 'membrane', 'grana\niii', 'cristae', '.', 'part', 'i.', 'correct', 'grana', 'mitochondria-']",['one'],['m'],[],"{'display': [{'head': 'g', 'relation': 'relatedto', 'tail': 'gram', 'score': -9.160176277160645}, {'head': 'p', 'relation': 'partof', 'tail': 'alphabet', 'score': -10.37520120100883}, {'head': 'c', 'relation': 'relatedto', 'tail': 'cytosine', 'score': -11.077494525909424}], 'graph_edges': [(2311306, -9.160176277160645, None), (628052, -10.37520120100883, None), (2263684, -11.077494525909424, None)]}"
64,which one of the following is c_{4} plant?,sugarcane,64,which one of the following is c_{4} plant?,sugarcane,"['c_{4', 'plant', 'sugarcane', 'following']",['one'],[],[],"{'display': [{'head': 'córdoba', 'relation': 'relatedto', 'tail': 'c', 'score': -8.606667518615723}, {'head': 'ashoka', 'relation': 'relatedto', 'tail': 'c', 'score': -9.353128489987684}, {'head': 'c', 'relation': 'relatedto', 'tail': 'vitamin_c', 'score': -9.51692121301273}], 'graph_edges': [(2282992, -8.606667518615723, None), (720167, -9.353128489987684, None), (2263686, -9.51692121301273, None), (2263683, -9.976655976363494, None), (1225422, -10.160339105600581, None), (2311306, -12.07044609809596, None), (2263679, -12.216649627685547, None), (1188313, -12.797352997948824, None)]}"
64,which one of the following is c_{4} plant?,mango,64,which one of the following is c_{4} plant?,mango,"['mango', 'plant', 'c_{4', 'following']",['one'],['m'],[],"{'display': [{'head': 'c', 'relation': 'relatedto', 'tail': 'carbon', 'score': -9.426012901832507}, {'head': 'c', 'relation': 'isa', 'tail': 'tonic', 'score': -9.738135075510524}, {'head': 'ashoka', 'relation': 'relatedto', 'tail': 'c', 'score': -9.837039675107729}], 'graph_edges': [(2263683, -9.426012901832507, None), (401424, -9.738135075510524, None), (720167, -9.837039675107729, None), (2263686, -10.28991088958397, None), (623947, -10.784009443084187, None), (2311306, -10.787999903262532, None), (638403, -10.977346420288086, None), (638448, -11.015536479316612, None), (628052, -11.859191280171741, None), (2263679, -11.960217482466543, None), (1188313, -13.449766159057617, None)]}"
64,which one of the following is c_{4} plant?,water lily,64,which one of the following is c_{4} plant?,water lily,"['water', 'plant', 'c_{4', 'following']",['one'],[],[],"{'display': [{'head': 'c', 'relation': 'relatedto', 'tail': 'd', 'score': -8.137889862060547}, {'head': 'c', 'relation': 'hasproperty', 'tail': 'third_letter_of_alphabet', 'score': -8.781830419783683}, {'head': 'c', 'relation': 'partof', 'tail': 'alphabet', 'score': -9.252073111046668}], 'graph_edges': [(837703, -8.137889862060547, None), (337317, -8.781830419783683, None), (621327, -9.252073111046668, None), (837715, -9.619633989046747, None), (401424, -10.776996939295236, None), (2263686, -10.831284256855348, None), (631918, -10.95595325778034, None), (434984, -11.120022583007813, None), (1188313, -12.37744679303733, None)]}"
64,which one of the following is c_{4} plant?,chinese hibiscus,64,which one of the following is c_{4} plant?,chinese hibiscus,"['plant', 'hibiscus', 'chinese', 'following', 'c_{4']",['one'],[],[],"{'display': [{'head': 'c', 'relation': 'relatedto', 'tail': 'c', 'score': -8.466241297367038}, {'head': 'c', 'relation': 'relatedto', 'tail': 'c_major', 'score': -8.560849218081945}, {'head': 'c', 'relation': 'relatedto', 'tail': 'b', 'score': -8.923664093017578}], 'graph_edges': [(2263675, -8.466241297367038, None), (837677, -8.560849218081945, None), (837689, -8.923664093017578, None), (837759, -9.080687529300729, None), (720167, -9.521708618606658, None), (401424, -9.588877324026368, None), (837805, -9.632921955333448, None), (868506, -9.64567657983897, None), (621327, -9.967725660800717, None), (837703, -10.136441509189906, None), (837676, -10.229901117612155, None), (2263679, -10.303472063491604, None), (2263683, -10.541312442928755, None), (837715, -10.56260818080478, None), (1188313, -10.849814091947234, None), (1242403, -11.109479000324608, None), (2263686, -12.287556171417236, None)]}"
65,"chloroplast is present in-
i. parenchyma cell
ii. collenchyma cell
iii. schirenchyma cell
which one is correct?",i and ii,65,"chloroplast is present in-
i. parenchyma cell
ii. collenchyma cell
iii. schirenchyma cell
which one is correct?",i and ii,"['ii', 'iii', 'cell', '.', 'in-', 'i.', 'correct', 'present', 'collenchyma', 'schirenchyma', 'chloroplast', 'parenchyma']",['one'],['m'],[],"{'display': [{'head': 'decemvirate', 'relation': 'relatedto', 'tail': 'c', 'score': -9.275741577148438}, {'head': 'c', 'relation': 'hasproperty', 'tail': 'third_letter_of_alphabet', 'score': -10.668677881046223}, {'head': 'c', 'relation': 'relatedto', 'tail': 'cytosine', 'score': -11.411325454711914}], 'graph_edges': [(996779, -9.275741577148438, None), (337317, -10.668677881046223, None), (2263684, -11.411325454711914, None)]}"
65,"chloroplast is present in-
i. parenchyma cell
ii. collenchyma cell
iii. schirenchyma cell
which one is correct?",ii and iii,65,"chloroplast is present in-
i. parenchyma cell
ii. collenchyma cell
iii. schirenchyma cell
which one is correct?",ii and iii,"['ii', 'iii', 'cell', '.', 'in-', 'i.', 'correct', 'present', 'collenchyma', 'schirenchyma', 'chloroplast', 'parenchyma']",['one'],['m'],[],"{'display': [{'head': 'decemvirate', 'relation': 'relatedto', 'tail': 'c', 'score': -9.081890106201172}, {'head': 'c', 'relation': 'hasproperty', 'tail': 'third_letter_of_alphabet', 'score': -9.982937645681114}, {'head': 'c', 'relation': 'relatedto', 'tail': 'cytosine', 'score': -11.1288423538208}], 'graph_edges': [(996779, -9.081890106201172, None), (337317, -9.982937645681114, None), (2263684, -11.1288423538208, None)]}"
65,"chloroplast is present in-
i. parenchyma cell
ii. collenchyma cell
iii. schirenchyma cell
which one is correct?",i and iii,65,"chloroplast is present in-
i. parenchyma cell
ii. collenchyma cell
iii. schirenchyma cell
which one is correct?",i and iii,"['ii', 'iii', 'cell', '.', 'in-', 'i.', 'correct', 'present', 'collenchyma', 'schirenchyma', 'chloroplast', 'parenchyma']",['one'],['m'],[],"{'display': [{'head': 'decemvirate', 'relation': 'relatedto', 'tail': 'c', 'score': -9.302599906921387}, {'head': 'c', 'relation': 'hasproperty', 'tail': 'third_letter_of_alphabet', 'score': -10.720229380251778}, {'head': 'c', 'relation': 'relatedto', 'tail': 'cytosine', 'score': -11.490792655944825}], 'graph_edges': [(996779, -9.302599906921387, None), (337317, -10.720229380251778, None), (2263684, -11.490792655944825, None)]}"
65,"chloroplast is present in-
i. parenchyma cell
ii. collenchyma cell
iii. schirenchyma cell
which one is correct?","i, ii and iii",65,"chloroplast is present in-
i. parenchyma cell
ii. collenchyma cell
iii. schirenchyma cell
which one is correct?","i, ii and iii","['ii', 'iii', 'cell', '.', 'in-', 'i.', 'correct', 'present', 'collenchyma', 'schirenchyma', 'chloroplast', 'parenchyma']",['one'],['m'],[],"{'display': [{'head': 'c', 'relation': 'relatedto', 'tail': 'vitamin_c', 'score': -9.861190795898438}, {'head': 'c', 'relation': 'relatedto', 'tail': 'deoxycytidine_monophosphate', 'score': -10.027186136640747}, {'head': 'decemvirate', 'relation': 'relatedto', 'tail': 'c', 'score': -10.41444923575209}], 'graph_edges': [(2263686, -9.861190795898438, None), (2263685, -10.027186136640747, None), (996779, -10.41444923575209, None), (2263684, -11.204580307006836, None), (337317, -11.286792069635824, None)]}"
66,"ratan is 39 years old. his weight is 69 kg and height is 170 cm.
applicable for ratan-",less body weight,66,"ratan is 39 years old. his weight is 69 kg and height is 170 cm.
applicable for ratan-",less body weight,"['cm', 'old', 'kg', 'height', 'ratan', 'year', 'applicable', 'weight', 'body', 'ratan-']","['170 cm', '69 kg', '39', '170', '69']","['cm', 'm']",[],"{'display': [{'head': 'rat_tail_radish', 'relation': 'relatedto', 'tail': 'l', 'score': -2.4174652099609375}], 'graph_edges': [(2391271, -2.4174652099609375, None)]}"
66,"ratan is 39 years old. his weight is 69 kg and height is 170 cm.
applicable for ratan-",possesses good health,66,"ratan is 39 years old. his weight is 69 kg and height is 170 cm.
applicable for ratan-",possesses good health,"['cm', 'old', 'kg', 'height', 'good', 'possess', 'ratan', 'year', 'applicable', 'weight', 'health', 'ratan-']","['170 cm', '69 kg', '39', '170', '69']","['cm', 'm']",[],"{'display': [{'head': 'rat_tail_radish', 'relation': 'relatedto', 'tail': 'l', 'score': -2.742187023162842}], 'graph_edges': [(2391271, -2.742187023162842, None)]}"
66,"ratan is 39 years old. his weight is 69 kg and height is 170 cm.
applicable for ratan-",excessive body weight,66,"ratan is 39 years old. his weight is 69 kg and height is 170 cm.
applicable for ratan-",excessive body weight,"['cm', 'old', 'kg', 'height', 'excessive', 'ratan', 'year', 'applicable', 'weight', 'body', 'ratan-']","['170 cm', '69 kg', '39', '170', '69']","['cm', 'm']",[],"{'display': [{'head': 'rat_tail_radish', 'relation': 'relatedto', 'tail': 'l', 'score': -2.087834596633911}], 'graph_edges': [(2391271, -2.087834596633911, None)]}"
66,"ratan is 39 years old. his weight is 69 kg and height is 170 cm.
applicable for ratan-",excessive fat,66,"ratan is 39 years old. his weight is 69 kg and height is 170 cm.
applicable for ratan-",excessive fat,"['cm', 'old', 'kg', 'height', 'fat', 'excessive', 'ratan', 'year', 'applicable', 'weight', 'ratan-']","['170 cm', '69 kg', '39', '170', '69']","['cm', 'm']",[],"{'display': [{'head': 'rat_tail_radish', 'relation': 'relatedto', 'tail': 'l', 'score': -3.7505638360977174}, {'head': 'f', 'relation': 'relatedto', 'tail': 'fat', 'score': -3.89064884185791}], 'graph_edges': [(2391271, -3.7505638360977174, None), (1122771, -3.89064884185791, None)]}"
67,"ratan is 39 years old. his weight is 69 kg and height is 170 cm.
which one is the bmr (calone) of ratan?",1596.1,67,"ratan is 39 years old. his weight is 69 kg and height is 170 cm.
which one is the bmr (calone) of ratan?",1596.1,"['cm', 'old', 'kg', 'calone', 'bmr', 'ratan', 'year', 'weight', 'height']","['170 cm', '69 kg', '39', 'one', '1596.1', '170', '69']","['cm', 'm']",[],"{'display': [{'head': 'b', 'relation': 'relatedto', 'tail': 'boron', 'score': 0.0}, {'head': 'rat_tail_radish', 'relation': 'relatedto', 'tail': 'l', 'score': 0.0}], 'graph_edges': [(2250190, 0.0, None), (2391271, 0.0, None)]}"
67,"ratan is 39 years old. his weight is 69 kg and height is 170 cm.
which one is the bmr (calone) of ratan?",1915.32,67,"ratan is 39 years old. his weight is 69 kg and height is 170 cm.
which one is the bmr (calone) of ratan?",1915.32,"['cm', 'old', 'kg', 'calone', 'bmr', 'ratan', 'year', 'weight', 'height']","['170 cm', '69 kg', '39', 'one', '1915.32', '170', '69']","['cm', 'm']",[],"{'display': [{'head': 'rat_tail_radish', 'relation': 'relatedto', 'tail': 'l', 'score': -4.391558647155762}, {'head': 'b', 'relation': 'relatedto', 'tail': 'boron', 'score': -7.422530174255371}], 'graph_edges': [(2391271, -4.391558647155762, None), (2250190, -7.422530174255371, None)]}"
67,"ratan is 39 years old. his weight is 69 kg and height is 170 cm.
which one is the bmr (calone) of ratan?",2194.64,67,"ratan is 39 years old. his weight is 69 kg and height is 170 cm.
which one is the bmr (calone) of ratan?",2194.64,"['cm', 'old', 'kg', 'calone', 'bmr', 'ratan', 'year', 'weight', 'height']","['170 cm', '69 kg', '2194.64', '39', 'one', '170', '69']","['cm', 'm']",[],"{'display': [{'head': 'rat_tail_radish', 'relation': 'relatedto', 'tail': 'l', 'score': 0.0}, {'head': 'b', 'relation': 'relatedto', 'tail': 'boron', 'score': 0.0}], 'graph_edges': [(2391271, 0.0, None), (2250190, 0.0, None)]}"
67,"ratan is 39 years old. his weight is 69 kg and height is 170 cm.
which one is the bmr (calone) of ratan?",2473.96,67,"ratan is 39 years old. his weight is 69 kg and height is 170 cm.
which one is the bmr (calone) of ratan?",2473.96,"['cm', 'old', 'kg', 'calone', 'bmr', 'ratan', 'year', 'weight', 'height']","['170 cm', '69 kg', '39', 'one', '2473.96', '170', '69']","['cm', 'm']",[],"{'display': [{'head': 'rat_tail_radish', 'relation': 'relatedto', 'tail': 'l', 'score': -4.889708399772644}, {'head': 'b', 'relation': 'relatedto', 'tail': 'boron', 'score': -4.96647834777832}], 'graph_edges': [(2391271, -4.889708399772644, None), (2250190, -4.96647834777832, None)]}"
68,which of the following blood corpuscle engulfs the germs?,neutrophil,68,which of the following blood corpuscle engulfs the germs?,neutrophil,"['corpuscle', 'germ', 'engulfs', 'follow', 'neutrophil', 'blood']",[],['m'],[],"{'display': [{'head': 'u', 'relation': 'relatedto', 'tail': 'monoclonal_antibody', 'score': -11.11301040649414}, {'head': 'blood_type', 'relation': 'relatedto', 'tail': 'b', 'score': -11.183276852685665}, {'head': 'c', 'relation': 'relatedto', 'tail': 'vitamin_c', 'score': -11.191441743295359}], 'graph_edges': [(2093020, -11.11301040649414, None), (794876, -11.183276852685665, None), (2263686, -11.191441743295359, None), (794879, -11.250090746581463, None), (996779, -11.552379142522847, None), (2263685, -12.196748993181739, None), (386956, -12.241928703935349, None), (2250186, -13.084663105010987, None)]}"
68,which of the following blood corpuscle engulfs the germs?,eosinophil,68,which of the following blood corpuscle engulfs the germs?,eosinophil,"['eosinophil', 'germ', 'engulfs', 'follow', 'corpuscle', 'blood']",[],['m'],[],"{'display': [{'head': 'c', 'relation': 'relatedto', 'tail': 'cytosine', 'score': -10.030046463012695}, {'head': 'b', 'relation': 'isa', 'tail': 'blood_group', 'score': -11.072398901343936}, {'head': 'decemvirate', 'relation': 'relatedto', 'tail': 'c', 'score': -11.249291735436376}], 'graph_edges': [(2263684, -10.030046463012695, None), (386956, -11.072398901343936, None), (996779, -11.249291735436376, None), (1066903, -11.252080428766051, None), (2250186, -11.369045605928623, None), (794879, -11.75871945812348, None), (2093020, -12.20096286694321, None), (2311308, -13.538477696521284, None), (2263685, -14.570115089416504, None)]}"
68,which of the following blood corpuscle engulfs the germs?,basophil,68,which of the following blood corpuscle engulfs the germs?,basophil,"['germ', 'basophil', 'engulfs', 'follow', 'blood', 'corpuscle']",[],['m'],[],"{'display': [{'head': 'blood', 'relation': 'relatedto', 'tail': 'o', 'score': -9.950735533992718}, {'head': 'o', 'relation': 'isa', 'tail': 'blood_group', 'score': -10.463363591611222}, {'head': 'o', 'relation': 'relatedto', 'tail': 'blood_type', 'score': -10.801483693304396}], 'graph_edges': [(794493, -9.950735533992718, None), (510423, -10.463363591611222, None), (1587727, -10.801483693304396, None), (2398965, -10.856204986572266, None), (2093020, -11.27319049369997, None), (2263686, -11.315962245743753, None), (2263685, -11.323036805100802, None), (794876, -11.384658336360255, None), (794879, -11.391226420060015, None), (386956, -11.92457321138833, None), (370811, -11.990402711009981, None), (2250186, -12.531359481811524, None)]}"
68,which of the following blood corpuscle engulfs the germs?,thrombocyte,68,which of the following blood corpuscle engulfs the germs?,thrombocyte,"['thrombocyte', 'germ', 'engulfs', 'follow', 'corpuscle', 'blood']",[],['m'],[],"{'display': [{'head': 'b', 'relation': 'isa', 'tail': 'blood_group', 'score': -10.562168676476585}, {'head': 'g', 'relation': 'relatedto', 'tail': 'deoxyguanosine_monophosphate', 'score': -11.08914566040039}, {'head': 'decemvirate', 'relation': 'relatedto', 'tail': 'c', 'score': -11.579821534876375}], 'graph_edges': [(386956, -10.562168676476585, None), (2311308, -11.08914566040039, None), (996779, -11.579821534876375, None), (794879, -11.866538496646582, None), (2263685, -12.518421783215663, None), (2250186, -12.649656063724999, None), (2421291, -13.067510995012565, None), (794876, -13.53583517074585, None)]}"
69,which antibody is present in blood group b?,b,69,which antibody is present in blood group b?,b,"['present', 'b', 'antibody', 'group', 'blood']",[],[],[],"{'display': [{'head': 'b', 'relation': 'isa', 'tail': 'blood_group', 'score': -3.054055166244507}, {'head': 'group_b', 'relation': 'relatedto', 'tail': 'b', 'score': -3.3913958895511214}, {'head': 'blood_type', 'relation': 'relatedto', 'tail': 'b', 'score': -3.819497979309866}], 'graph_edges': [(386956, -3.054055166244507, None), (2321400, -3.3913958895511214, None), (794876, -3.819497979309866, None), (2432400, -5.477096876039259, None), (738441, -5.630432447286259, None), (1066903, -5.9720190582500035, None), (825585, -6.1806840896606445, None), (2093020, -6.22180209880046, None), (1308295, -6.4837995453704265, None), (738461, -7.111511005844444, None), (510423, -7.123935032609265, None), (1587725, -7.4110054805029115, None), (738444, -7.5523383750302076, None), (370811, -7.746118834162383, None), (2250186, -8.0591664593629, None), (386957, -8.416244194081699, None), (738446, -8.462223828878063, None), (336816, -8.865956566416594, None), (620392, -8.9066732509046, None), (1587727, -9.1995828774307, None), (794879, -9.309998678030318, None)]}"
69,which antibody is present in blood group b?,a,69,which antibody is present in blood group b?,a,"['present', 'b', 'antibody', 'group', 'blood']",[],[],[],"{'display': [{'head': 'b', 'relation': 'isa', 'tail': 'blood_group', 'score': -3.070915198326111}, {'head': 'group_b', 'relation': 'relatedto', 'tail': 'b', 'score': -4.3670301856804565}, {'head': 'blood_type', 'relation': 'relatedto', 'tail': 'b', 'score': -4.417199310885676}], 'graph_edges': [(386956, -3.070915198326111, None), (2321400, -4.3670301856804565, None), (794876, -4.417199310885676, None), (1066903, -6.099743746134126, None), (2093020, -6.301271989309987, None), (2432400, -6.38942813873291, None), (738441, -6.4922616197219485, None), (1308295, -6.611545793055097, None), (510423, -6.773904609123956, None), (370811, -7.021205525543009, None), (1587725, -7.353677585024899, None), (738461, -8.000370840333263, None), (738444, -8.207552175573056, None), (386957, -8.52093432304093, None), (2250186, -8.798925374293265, None), (738446, -9.045953419272765, None), (1587727, -9.211868243542384, None), (794879, -9.305989005818095, None), (336816, -9.359534809830194, None), (620392, -9.420326044770897, None)]}"
